"year","indepyear","cowgroupid","isrelevant","isrelevant_firstyear","isincluded_firstyear","status_egip","onset_ko_flag","firstconf","britishcol_flag","frenchcol_flag"
1996,1947,75018000,1,1,1,1,0,0,1,0
1997,1947,75018000,1,1,1,1,0,0,1,0
1998,1947,75018000,1,1,1,1,0,0,1,0
1999,1947,75018000,1,1,1,1,0,0,1,0
2000,1947,75018000,1,1,1,1,0,0,1,0
2001,1947,75018000,1,1,1,1,0,0,1,0
2002,1947,75018000,1,1,1,1,0,0,1,0
2003,1947,75018000,1,1,1,1,0,0,1,0
2004,1947,75018000,1,1,1,1,0,0,1,0
2005,1947,75018000,1,1,1,1,0,0,1,0
2006,1947,75018000,1,1,1,1,0,0,1,0
2007,1947,75018000,1,1,1,1,0,0,1,0
2008,1947,75018000,1,1,1,1,0,0,1,0
2009,1947,75018000,1,1,1,1,0,0,1,0
1947,1947,75019000,1,1,1,1,0,0,1,0
1948,1947,75019000,1,1,1,1,0,0,1,0
1949,1947,75019000,1,1,1,1,0,0,1,0
1950,1947,75019000,1,1,1,1,0,0,1,0
1951,1947,75019000,1,1,1,1,0,0,1,0
1952,1947,75019000,1,1,1,1,0,0,1,0
1953,1947,75019000,1,1,1,1,0,0,1,0
1954,1947,75019000,1,1,1,1,0,0,1,0
1955,1947,75019000,1,1,1,1,0,0,1,0
1956,1947,75019000,1,1,1,1,0,0,1,0
1957,1947,75019000,1,1,1,1,0,0,1,0
1958,1947,75019000,1,1,1,1,0,0,1,0
1959,1947,75019000,1,1,1,1,0,0,1,0
1960,1947,75019000,1,1,1,1,0,0,1,0
1961,1947,75019000,1,1,1,1,0,0,1,0
1962,1947,75019000,1,1,1,1,0,0,1,0
1963,1947,75019000,1,1,1,1,0,0,1,0
1964,1947,75019000,1,1,1,1,0,0,1,0
1965,1947,75019000,1,1,1,1,0,0,1,0
1966,1947,75019000,1,1,1,1,0,0,1,0
1967,1947,75019000,1,1,1,1,0,0,1,0
1968,1947,75019000,1,1,1,1,0,0,1,0
1969,1947,75019000,1,1,1,1,0,0,1,0
1970,1947,75019000,1,1,1,1,0,0,1,0
1971,1947,75019000,1,1,1,1,0,0,1,0
1972,1947,75019000,1,1,1,1,0,0,1,0
1973,1947,75019000,1,1,1,1,0,0,1,0
1974,1947,75019000,1,1,1,1,0,0,1,0
1975,1947,75019000,1,1,1,1,0,0,1,0
1976,1947,75019000,1,1,1,1,0,0,1,0
1977,1947,75019000,1,1,1,1,0,0,1,0
1978,1947,75019000,1,1,1,1,0,0,1,0
1979,1947,75019000,1,1,1,1,0,0,1,0
1980,1947,75019000,1,1,1,1,0,0,1,0
1981,1947,75019000,1,1,1,1,0,0,1,0
1982,1947,75019000,1,1,1,1,0,0,1,0
1983,1947,75019000,1,1,1,1,0,0,1,0
1984,1947,75019000,1,1,1,1,0,0,1,0
1985,1947,75019000,1,1,1,1,0,0,1,0
1986,1947,75019000,1,1,1,1,0,0,1,0
1987,1947,75019000,1,1,1,1,0,0,1,0
1988,1947,75019000,1,1,1,1,0,0,1,0
1989,1947,75019000,1,1,1,1,0,0,1,0
1990,1947,75019000,1,1,1,1,0,0,1,0
1991,1947,75019000,1,1,1,1,0,0,1,0
1992,1947,75019000,1,1,1,1,0,0,1,0
1993,1947,75019000,1,1,1,1,0,0,1,0
1994,1947,75019000,1,1,1,1,0,0,1,0
1995,1947,75019000,1,1,1,1,0,0,1,0
1996,1947,75019000,1,1,1,1,0,0,1,0
1997,1947,75019000,1,1,1,1,0,0,1,0
1998,1947,75019000,1,1,1,1,0,0,1,0
1999,1947,75019000,1,1,1,1,0,0,1,0
2000,1947,75019000,1,1,1,1,0,0,1,0
2001,1947,75019000,1,1,1,1,0,0,1,0
2002,1947,75019000,1,1,1,1,0,0,1,0
2003,1947,75019000,1,1,1,1,0,0,1,0
2004,1947,75019000,1,1,1,1,0,0,1,0
2005,1947,75019000,1,1,1,1,0,0,1,0
2006,1947,75019000,1,1,1,1,0,0,1,0
2007,1947,75019000,1,1,1,1,0,0,1,0
2008,1947,75019000,1,1,1,1,0,0,1,0
2009,1947,75019000,1,1,1,1,0,0,1,0
1947,1947,75020000,1,1,1,1,0,0,1,0
1948,1947,75020000,1,1,1,1,0,0,1,0
1949,1947,75020000,1,1,1,1,0,0,1,0
1950,1947,75020000,1,1,1,1,0,0,1,0
1951,1947,75020000,1,1,1,1,0,0,1,0
1952,1947,75020000,1,1,1,1,0,0,1,0
1953,1947,75020000,1,1,1,1,0,0,1,0
1954,1947,75020000,1,1,1,1,0,0,1,0
1955,1947,75020000,1,1,1,1,0,0,1,0
1956,1947,75020000,1,1,1,1,0,0,1,0
1957,1947,75020000,1,1,1,1,0,0,1,0
1958,1947,75020000,1,1,1,1,0,0,1,0
1959,1947,75020000,1,1,1,1,0,0,1,0
1960,1947,75020000,1,1,1,1,0,0,1,0
1961,1947,75020000,1,1,1,1,0,0,1,0
1962,1947,75020000,1,1,1,1,0,0,1,0
1963,1947,75020000,1,1,1,1,0,0,1,0
1964,1947,75020000,1,1,1,1,0,0,1,0
1965,1947,75020000,1,1,1,1,0,0,1,0
1966,1947,75020000,1,1,1,1,0,0,1,0
1967,1947,75020000,1,1,1,1,0,0,1,0
1968,1947,75020000,1,1,1,1,0,0,1,0
1969,1947,75020000,1,1,1,1,0,0,1,0
1970,1947,75020000,1,1,1,1,0,0,1,0
1971,1947,75020000,1,1,1,1,0,0,1,0
1972,1947,75020000,1,1,1,1,0,0,1,0
1973,1947,75020000,1,1,1,1,0,0,1,0
1974,1947,75020000,1,1,1,1,0,0,1,0
1975,1947,75020000,1,1,1,1,0,0,1,0
1976,1947,75020000,1,1,1,1,0,0,1,0
1977,1947,75020000,1,1,1,1,0,0,1,0
1978,1947,75020000,1,1,1,1,0,0,1,0
1979,1947,75020000,1,1,1,1,0,0,1,0
1980,1947,75020000,1,1,1,1,0,0,1,0
1981,1947,75020000,1,1,1,1,0,0,1,0
1982,1947,75020000,1,1,1,1,0,0,1,0
1983,1947,75020000,1,1,1,1,0,0,1,0
1984,1947,75020000,1,1,1,1,0,0,1,0
1985,1947,75020000,1,1,1,1,0,0,1,0
1986,1947,75020000,1,1,1,1,0,0,1,0
1987,1947,75020000,1,1,1,1,0,0,1,0
1988,1947,75020000,1,1,1,1,0,0,1,0
1989,1947,75020000,1,1,1,1,0,0,1,0
1990,1947,75020000,1,1,1,1,0,0,1,0
1991,1947,75020000,1,1,1,1,0,0,1,0
1992,1947,75020000,1,1,1,1,0,0,1,0
1993,1947,75020000,1,1,1,1,0,0,1,0
1994,1947,75020000,1,1,1,1,0,0,1,0
1995,1947,75020000,1,1,1,1,0,0,1,0
1996,1947,75020000,1,1,1,1,0,0,1,0
1997,1947,75020000,1,1,1,1,0,0,1,0
1998,1947,75020000,1,1,1,1,0,0,1,0
1999,1947,75020000,1,1,1,1,0,0,1,0
2000,1947,75020000,1,1,1,1,0,0,1,0
2001,1947,75020000,1,1,1,1,0,0,1,0
2002,1947,75020000,1,1,1,1,0,0,1,0
2003,1947,75020000,1,1,1,1,0,0,1,0
2004,1947,75020000,1,1,1,1,0,0,1,0
2005,1947,75020000,1,1,1,1,0,0,1,0
2006,1947,75020000,1,1,1,1,0,0,1,0
2007,1947,75020000,1,1,1,1,0,0,1,0
2008,1947,75020000,1,1,1,1,0,0,1,0
2009,1947,75020000,1,1,1,1,0,0,1,0
1947,1947,77001000,1,1,0,0,0,0,1,0
1948,1947,77001000,1,1,0,0,0,0,1,0
1949,1947,77001000,1,1,0,0,0,0,1,0
1950,1947,77001000,1,1,0,0,0,0,1,0
1951,1947,77001000,1,1,0,0,0,0,1,0
1952,1947,77001000,1,1,0,0,0,0,1,0
1953,1947,77001000,1,1,0,0,0,0,1,0
1954,1947,77001000,1,1,0,0,0,0,1,0
1955,1947,77001000,1,1,0,0,0,0,1,0
1956,1947,77001000,1,1,0,0,0,0,1,0
1957,1947,77001000,1,1,0,0,0,0,1,0
1958,1947,77001000,1,1,0,0,0,0,1,0
1959,1947,77001000,1,1,0,0,0,0,1,0
1960,1947,77001000,1,1,0,0,0,0,1,0
1961,1947,77001000,1,1,0,0,0,0,1,0
1962,1947,77001000,1,1,0,0,0,0,1,0
1963,1947,77001000,1,1,0,0,0,0,1,0
1964,1947,77001000,1,1,0,0,0,0,1,0
1965,1947,77001000,1,1,0,0,0,0,1,0
1966,1947,77001000,1,1,0,0,0,0,1,0
1967,1947,77001000,1,1,0,0,0,0,1,0
1968,1947,77001000,1,1,0,0,0,0,1,0
1969,1947,77001000,1,1,0,0,0,0,1,0
1970,1947,77001000,1,1,0,0,0,0,1,0
1971,1947,77001000,1,1,0,0,0,0,1,0
1972,1947,77001000,1,1,0,0,0,0,1,0
1973,1947,77001000,1,1,0,0,0,0,1,0
1974,1947,77001000,1,1,0,0,1,1,1,0
1975,1947,77001000,1,1,0,0,0,0,1,0
1976,1947,77001000,1,1,0,0,0,0,1,0
1977,1947,77001000,1,1,0,0,0,0,1,0
1978,1947,77001000,1,1,0,0,0,0,1,0
1979,1947,77001000,1,1,0,0,0,0,1,0
1980,1947,77001000,1,1,0,0,0,0,1,0
1981,1947,77001000,1,1,0,0,0,0,1,0
1982,1947,77001000,1,1,0,0,0,0,1,0
1983,1947,77001000,1,1,0,0,0,0,1,0
1984,1947,77001000,1,1,0,0,0,0,1,0
1985,1947,77001000,1,1,0,0,0,0,1,0
1986,1947,77001000,1,1,0,0,0,0,1,0
1987,1947,77001000,1,1,0,0,0,0,1,0
1988,1947,77001000,1,1,0,0,0,0,1,0
1989,1947,77001000,1,1,0,0,0,0,1,0
1990,1947,77001000,1,1,0,0,0,0,1,0
1991,1947,77001000,1,1,0,0,0,0,1,0
1992,1947,77001000,1,1,0,0,0,0,1,0
1993,1947,77001000,1,1,0,0,0,0,1,0
1994,1947,77001000,1,1,0,0,0,0,1,0
1995,1947,77001000,1,1,0,0,0,0,1,0
1996,1947,77001000,1,1,0,0,0,0,1,0
1997,1947,77001000,1,1,0,0,0,0,1,0
1998,1947,77001000,1,1,0,0,0,0,1,0
1999,1947,77001000,1,1,0,0,0,0,1,0
2000,1947,77001000,1,1,0,0,0,0,1,0
2001,1947,77001000,1,1,0,0,0,0,1,0
2002,1947,77001000,1,1,0,0,0,0,1,0
2003,1947,77001000,1,1,0,0,0,0,1,0
2004,1947,77001000,1,1,0,0,1,0,1,0
2005,1947,77001000,1,1,0,0,0,0,1,0
2006,1947,77001000,1,1,0,0,0,0,1,0
2007,1947,77001000,1,1,0,0,0,0,1,0
2008,1947,77001000,1,1,0,0,0,0,1,0
2009,1947,77001000,1,1,0,0,0,0,1,0
1947,1947,77002000,1,1,0,0,0,0,1,0
1948,1947,77002000,1,1,0,0,0,0,1,0
1949,1947,77002000,1,1,0,0,0,0,1,0
1950,1947,77002000,1,1,0,0,0,0,1,0
1951,1947,77002000,1,1,0,0,0,0,1,0
1952,1947,77002000,1,1,0,0,0,0,1,0
1953,1947,77002000,1,1,0,0,0,0,1,0
1954,1947,77002000,1,1,0,0,0,0,1,0
1955,1947,77002000,1,1,0,0,0,0,1,0
1956,1947,77002000,1,1,0,0,0,0,1,0
1957,1947,77002000,1,1,0,0,0,0,1,0
1958,1947,77002000,1,1,0,0,0,0,1,0
1959,1947,77002000,1,1,0,0,0,0,1,0
1960,1947,77002000,1,1,0,0,0,0,1,0
1961,1947,77002000,1,1,0,0,0,0,1,0
1962,1947,77002000,1,1,0,0,0,0,1,0
1963,1947,77002000,1,1,0,0,0,0,1,0
1964,1947,77002000,1,1,0,0,0,0,1,0
1965,1947,77002000,1,1,0,0,0,0,1,0
1966,1947,77002000,1,1,0,0,0,0,1,0
1967,1947,77002000,1,1,0,0,0,0,1,0
1968,1947,77002000,1,1,0,0,0,0,1,0
1969,1947,77002000,1,1,0,0,0,0,1,0
1970,1947,77002000,1,1,0,0,0,0,1,0
1971,1947,77002000,1,1,0,0,1,1,1,0
1972,1947,77002000,0,1,0,0,0,0,1,0
1973,1947,77002000,0,1,0,0,0,0,1,0
1974,1947,77002000,0,1,0,0,0,0,1,0
1975,1947,77002000,0,1,0,0,0,0,1,0
1976,1947,77002000,0,1,0,0,0,0,1,0
1977,1947,77002000,0,1,0,0,0,0,1,0
1978,1947,77002000,0,1,0,0,0,0,1,0
1979,1947,77002000,0,1,0,0,0,0,1,0
1980,1947,77002000,0,1,0,0,0,0,1,0
1981,1947,77002000,0,1,0,0,0,0,1,0
1982,1947,77002000,0,1,0,0,0,0,1,0
1983,1947,77002000,0,1,0,0,0,0,1,0
1984,1947,77002000,0,1,0,0,0,0,1,0
1985,1947,77002000,0,1,0,0,0,0,1,0
1986,1947,77002000,0,1,0,0,0,0,1,0
1987,1947,77002000,0,1,0,0,0,0,1,0
1988,1947,77002000,0,1,0,0,0,0,1,0
1989,1947,77002000,0,1,0,0,0,0,1,0
1990,1947,77002000,0,1,0,0,0,0,1,0
1991,1947,77002000,0,1,0,0,0,0,1,0
1992,1947,77002000,0,1,0,0,0,0,1,0
1993,1947,77002000,0,1,0,0,0,0,1,0
1994,1947,77002000,0,1,0,0,0,0,1,0
1995,1947,77002000,0,1,0,0,0,0,1,0
1996,1947,77002000,0,1,0,0,0,0,1,0
1997,1947,77002000,0,1,0,0,0,0,1,0
1998,1947,77002000,0,1,0,0,0,0,1,0
1999,1947,77002000,0,1,0,0,0,0,1,0
2000,1947,77002000,0,1,0,0,0,0,1,0
2001,1947,77002000,0,1,0,0,0,0,1,0
2002,1947,77002000,0,1,0,0,0,0,1,0
2003,1947,77002000,0,1,0,0,0,0,1,0
2004,1947,77002000,0,1,0,0,0,0,1,0
2005,1947,77002000,0,1,0,0,0,0,1,0
2006,1947,77002000,0,1,0,0,0,0,1,0
2007,1947,77002000,0,1,0,0,0,0,1,0
2008,1947,77002000,0,1,0,0,0,0,1,0
2009,1947,77002000,0,1,0,0,0,0,1,0
1947,1947,77003000,1,1,1,1,0,0,1,0
1948,1947,77003000,1,1,1,1,0,0,1,0
1949,1947,77003000,1,1,1,1,0,0,1,0
1950,1947,77003000,1,1,1,1,0,0,1,0
1951,1947,77003000,1,1,1,1,0,0,1,0
1952,1947,77003000,1,1,1,1,0,0,1,0
1953,1947,77003000,1,1,1,1,0,0,1,0
1954,1947,77003000,1,1,1,1,0,0,1,0
1955,1947,77003000,1,1,1,1,0,0,1,0
1956,1947,77003000,1,1,1,1,0,0,1,0
1957,1947,77003000,1,1,1,1,0,0,1,0
1958,1947,77003000,1,1,1,1,0,0,1,0
1959,1947,77003000,1,1,1,1,0,0,1,0
1960,1947,77003000,1,1,1,1,0,0,1,0
1961,1947,77003000,1,1,1,1,0,0,1,0
1962,1947,77003000,1,1,1,1,0,0,1,0
1963,1947,77003000,1,1,1,1,0,0,1,0
1964,1947,77003000,1,1,1,1,0,0,1,0
1965,1947,77003000,1,1,1,1,0,0,1,0
1966,1947,77003000,1,1,1,1,0,0,1,0
1967,1947,77003000,1,1,1,1,0,0,1,0
1968,1947,77003000,1,1,1,1,0,0,1,0
1969,1947,77003000,1,1,1,1,0,0,1,0
1970,1947,77003000,1,1,1,1,0,0,1,0
1971,1947,77003000,1,1,1,1,0,0,1,0
1972,1947,77003000,1,1,1,0,0,0,1,0
1973,1947,77003000,1,1,1,0,0,0,1,0
1974,1947,77003000,1,1,1,0,0,0,1,0
1975,1947,77003000,1,1,1,0,0,0,1,0
1976,1947,77003000,1,1,1,0,0,0,1,0
1977,1947,77003000,1,1,1,0,0,0,1,0
1978,1947,77003000,1,1,1,1,0,0,1,0
1979,1947,77003000,1,1,1,1,0,0,1,0
1980,1947,77003000,1,1,1,1,0,0,1,0
1981,1947,77003000,1,1,1,1,0,0,1,0
1982,1947,77003000,1,1,1,1,0,0,1,0
1983,1947,77003000,1,1,1,1,0,0,1,0
1984,1947,77003000,1,1,1,1,0,0,1,0
1985,1947,77003000,1,1,1,1,0,0,1,0
1986,1947,77003000,1,1,1,1,0,0,1,0
1987,1947,77003000,1,1,1,1,0,0,1,0
1988,1947,77003000,1,1,1,1,0,0,1,0
1989,1947,77003000,1,1,1,0,0,0,1,0
1990,1947,77003000,1,1,1,0,1,1,1,0
1991,1947,77003000,1,1,1,0,0,0,1,0
1992,1947,77003000,1,1,1,0,0,0,1,0
1993,1947,77003000,1,1,1,0,0,0,1,0
1994,1947,77003000,1,1,1,0,0,0,1,0
1995,1947,77003000,1,1,1,0,1,0,1,0
1996,1947,77003000,1,1,1,0,0,0,1,0
1997,1947,77003000,1,1,1,0,0,0,1,0
1998,1947,77003000,1,1,1,0,0,0,1,0
1999,1947,77003000,1,1,1,0,0,0,1,0
2000,1947,77003000,1,1,1,1,0,0,1,0
2001,1947,77003000,1,1,1,1,0,0,1,0
2002,1947,77003000,1,1,1,1,0,0,1,0
2003,1947,77003000,1,1,1,1,0,0,1,0
2004,1947,77003000,1,1,1,1,0,0,1,0
2005,1947,77003000,1,1,1,1,0,0,1,0
2006,1947,77003000,1,1,1,1,0,0,1,0
2007,1947,77003000,1,1,1,1,0,0,1,0
2008,1947,77003000,1,1,1,1,0,0,1,0
2009,1947,77003000,1,1,1,0,0,0,1,0
1947,1947,77004000,1,1,1,1,0,0,1,0
1948,1947,77004000,1,1,1,1,0,0,1,0
1949,1947,77004000,1,1,1,1,0,0,1,0
1950,1947,77004000,1,1,1,1,0,0,1,0
1951,1947,77004000,1,1,1,1,0,0,1,0
1952,1947,77004000,1,1,1,1,0,0,1,0
1953,1947,77004000,1,1,1,1,0,0,1,0
1954,1947,77004000,1,1,1,1,0,0,1,0
1955,1947,77004000,1,1,1,1,0,0,1,0
1956,1947,77004000,1,1,1,1,0,0,1,0
1957,1947,77004000,1,1,1,1,0,0,1,0
1958,1947,77004000,1,1,1,1,0,0,1,0
1959,1947,77004000,1,1,1,1,0,0,1,0
1960,1947,77004000,1,1,1,1,0,0,1,0
1961,1947,77004000,1,1,1,1,0,0,1,0
1962,1947,77004000,1,1,1,1,0,0,1,0
1963,1947,77004000,1,1,1,1,0,0,1,0
1964,1947,77004000,1,1,1,1,0,0,1,0
1965,1947,77004000,1,1,1,1,0,0,1,0
1966,1947,77004000,1,1,1,1,0,0,1,0
1967,1947,77004000,1,1,1,1,0,0,1,0
1968,1947,77004000,1,1,1,1,0,0,1,0
1969,1947,77004000,1,1,1,1,0,0,1,0
1970,1947,77004000,1,1,1,1,0,0,1,0
1971,1947,77004000,1,1,1,1,0,0,1,0
1972,1947,77004000,1,1,1,0,0,0,1,0
1973,1947,77004000,1,1,1,0,0,0,1,0
1974,1947,77004000,1,1,1,0,0,0,1,0
1975,1947,77004000,1,1,1,0,0,0,1,0
1976,1947,77004000,1,1,1,0,0,0,1,0
1977,1947,77004000,1,1,1,0,0,0,1,0
1978,1947,77004000,1,1,1,1,0,0,1,0
1979,1947,77004000,1,1,1,1,0,0,1,0
1980,1947,77004000,1,1,1,1,0,0,1,0
1981,1947,77004000,1,1,1,1,0,0,1,0
1982,1947,77004000,1,1,1,1,0,0,1,0
1983,1947,77004000,1,1,1,1,0,0,1,0
1984,1947,77004000,1,1,1,1,0,0,1,0
1985,1947,77004000,1,1,1,1,0,0,1,0
1986,1947,77004000,1,1,1,1,0,0,1,0
1987,1947,77004000,1,1,1,1,0,0,1,0
1988,1947,77004000,1,1,1,1,0,0,1,0
1989,1947,77004000,1,1,1,0,0,0,1,0
1990,1947,77004000,1,1,1,0,0,0,1,0
1991,1947,77004000,1,1,1,0,0,0,1,0
1992,1947,77004000,1,1,1,0,0,0,1,0
1993,1947,77004000,1,1,1,0,0,0,1,0
1994,1947,77004000,1,1,1,0,0,0,1,0
1995,1947,77004000,1,1,1,0,0,0,1,0
1996,1947,77004000,1,1,1,0,0,0,1,0
1997,1947,77004000,1,1,1,0,0,0,1,0
1998,1947,77004000,1,1,1,0,0,0,1,0
1999,1947,77004000,1,1,1,0,0,0,1,0
2000,1947,77004000,1,1,1,1,0,0,1,0
2001,1947,77004000,1,1,1,1,0,0,1,0
2002,1947,77004000,1,1,1,1,0,0,1,0
2003,1947,77004000,1,1,1,1,0,0,1,0
2004,1947,77004000,1,1,1,1,0,0,1,0
2005,1947,77004000,1,1,1,1,0,0,1,0
2006,1947,77004000,1,1,1,1,0,0,1,0
2007,1947,77004000,1,1,1,1,0,0,1,0
2008,1947,77004000,1,1,1,1,0,0,1,0
2009,1947,77004000,1,1,1,0,0,0,1,0
1947,1947,77005000,1,1,1,1,0,0,1,0
1948,1947,77005000,1,1,1,1,0,0,1,0
1949,1947,77005000,1,1,1,1,0,0,1,0
1950,1947,77005000,1,1,1,1,0,0,1,0
1951,1947,77005000,1,1,1,1,0,0,1,0
1952,1947,77005000,1,1,1,1,0,0,1,0
1953,1947,77005000,1,1,1,1,0,0,1,0
1954,1947,77005000,1,1,1,1,0,0,1,0
1955,1947,77005000,1,1,1,1,0,0,1,0
1956,1947,77005000,1,1,1,1,0,0,1,0
1957,1947,77005000,1,1,1,1,0,0,1,0
1958,1947,77005000,1,1,1,1,0,0,1,0
1959,1947,77005000,1,1,1,1,0,0,1,0
1960,1947,77005000,1,1,1,1,0,0,1,0
1961,1947,77005000,1,1,1,1,0,0,1,0
1962,1947,77005000,1,1,1,1,0,0,1,0
1963,1947,77005000,1,1,1,1,0,0,1,0
1964,1947,77005000,1,1,1,1,0,0,1,0
1965,1947,77005000,1,1,1,1,0,0,1,0
1966,1947,77005000,1,1,1,1,0,0,1,0
1967,1947,77005000,1,1,1,1,0,0,1,0
1968,1947,77005000,1,1,1,1,0,0,1,0
1969,1947,77005000,1,1,1,1,0,0,1,0
1970,1947,77005000,1,1,1,1,0,0,1,0
1971,1947,77005000,1,1,1,1,0,0,1,0
1972,1947,77005000,1,1,1,1,0,0,1,0
1973,1947,77005000,1,1,1,1,0,0,1,0
1974,1947,77005000,1,1,1,1,0,0,1,0
1975,1947,77005000,1,1,1,1,0,0,1,0
1976,1947,77005000,1,1,1,1,0,0,1,0
1977,1947,77005000,1,1,1,1,0,0,1,0
1978,1947,77005000,1,1,1,1,0,0,1,0
1979,1947,77005000,1,1,1,1,0,0,1,0
1980,1947,77005000,1,1,1,1,0,0,1,0
1981,1947,77005000,1,1,1,1,0,0,1,0
1982,1947,77005000,1,1,1,1,0,0,1,0
1983,1947,77005000,1,1,1,1,0,0,1,0
1984,1947,77005000,1,1,1,1,0,0,1,0
1985,1947,77005000,1,1,1,1,0,0,1,0
1986,1947,77005000,1,1,1,1,0,0,1,0
1987,1947,77005000,1,1,1,1,0,0,1,0
1988,1947,77005000,1,1,1,1,0,0,1,0
1989,1947,77005000,1,1,1,1,0,0,1,0
1990,1947,77005000,1,1,1,1,0,0,1,0
1991,1947,77005000,1,1,1,1,0,0,1,0
1992,1947,77005000,1,1,1,1,0,0,1,0
1993,1947,77005000,1,1,1,1,0,0,1,0
1994,1947,77005000,1,1,1,1,0,0,1,0
1995,1947,77005000,1,1,1,1,0,0,1,0
1996,1947,77005000,1,1,1,1,0,0,1,0
1997,1947,77005000,1,1,1,1,0,0,1,0
1998,1947,77005000,1,1,1,1,0,0,1,0
1999,1947,77005000,1,1,1,1,0,0,1,0
2000,1947,77005000,1,1,1,1,0,0,1,0
2001,1947,77005000,1,1,1,1,0,0,1,0
2002,1947,77005000,1,1,1,1,0,0,1,0
2003,1947,77005000,1,1,1,1,0,0,1,0
2004,1947,77005000,1,1,1,1,0,0,1,0
2005,1947,77005000,1,1,1,1,0,0,1,0
2006,1947,77005000,1,1,1,1,0,0,1,0
2007,1947,77005000,1,1,1,1,0,0,1,0
2008,1947,77005000,1,1,1,1,0,0,1,0
2009,1947,77005000,1,1,1,1,0,0,1,0
1947,1947,77006000,1,1,0,0,0,0,1,0
1948,1947,77006000,1,1,0,0,0,0,1,0
1949,1947,77006000,1,1,0,0,0,0,1,0
1950,1947,77006000,1,1,0,0,0,0,1,0
1951,1947,77006000,1,1,0,0,0,0,1,0
1952,1947,77006000,1,1,0,0,0,0,1,0
1953,1947,77006000,1,1,0,0,0,0,1,0
1954,1947,77006000,1,1,0,0,0,0,1,0
1955,1947,77006000,1,1,0,0,0,0,1,0
1956,1947,77006000,1,1,0,0,0,0,1,0
1957,1947,77006000,1,1,0,0,0,0,1,0
1958,1947,77006000,1,1,0,0,0,0,1,0
1959,1947,77006000,1,1,0,0,0,0,1,0
1960,1947,77006000,1,1,0,0,0,0,1,0
1961,1947,77006000,1,1,0,0,0,0,1,0
1962,1947,77006000,1,1,0,0,0,0,1,0
1963,1947,77006000,1,1,0,0,0,0,1,0
1964,1947,77006000,1,1,0,0,0,0,1,0
1965,1947,77006000,1,1,0,0,0,0,1,0
1966,1947,77006000,1,1,0,0,0,0,1,0
1967,1947,77006000,1,1,0,0,0,0,1,0
1968,1947,77006000,1,1,0,0,0,0,1,0
1969,1947,77006000,1,1,0,0,0,0,1,0
1970,1947,77006000,1,1,0,0,0,0,1,0
1971,1947,77006000,1,1,0,0,0,0,1,0
1972,1947,77006000,1,1,0,1,0,0,1,0
1973,1947,77006000,1,1,0,1,0,0,1,0
1974,1947,77006000,1,1,0,1,0,0,1,0
1975,1947,77006000,1,1,0,1,0,0,1,0
1976,1947,77006000,1,1,0,1,0,0,1,0
1977,1947,77006000,1,1,0,1,0,0,1,0
1978,1947,77006000,1,1,0,0,0,0,1,0
1979,1947,77006000,1,1,0,0,0,0,1,0
1980,1947,77006000,1,1,0,0,0,0,1,0
1981,1947,77006000,1,1,0,0,0,0,1,0
1982,1947,77006000,1,1,0,0,0,0,1,0
1983,1947,77006000,1,1,0,0,0,0,1,0
1984,1947,77006000,1,1,0,0,0,0,1,0
1985,1947,77006000,1,1,0,0,0,0,1,0
1986,1947,77006000,1,1,0,0,0,0,1,0
1987,1947,77006000,1,1,0,0,0,0,1,0
1988,1947,77006000,1,1,0,0,0,0,1,0
1989,1947,77006000,1,1,0,1,0,0,1,0
1990,1947,77006000,1,1,0,1,0,0,1,0
1991,1947,77006000,1,1,0,1,0,0,1,0
1992,1947,77006000,1,1,0,1,0,0,1,0
1993,1947,77006000,1,1,0,1,0,0,1,0
1994,1947,77006000,1,1,0,1,0,0,1,0
1995,1947,77006000,1,1,0,1,0,0,1,0
1996,1947,77006000,1,1,0,1,0,0,1,0
1997,1947,77006000,1,1,0,1,0,0,1,0
1998,1947,77006000,1,1,0,1,0,0,1,0
1999,1947,77006000,1,1,0,1,0,0,1,0
2000,1947,77006000,1,1,0,0,0,0,1,0
2001,1947,77006000,1,1,0,0,0,0,1,0
2002,1947,77006000,1,1,0,0,0,0,1,0
2003,1947,77006000,1,1,0,0,0,0,1,0
2004,1947,77006000,1,1,0,0,0,0,1,0
2005,1947,77006000,1,1,0,0,0,0,1,0
2006,1947,77006000,1,1,0,0,0,0,1,0
2007,1947,77006000,1,1,0,0,0,0,1,0
2008,1947,77006000,1,1,0,0,0,0,1,0
2009,1947,77006000,1,1,0,1,0,0,1,0
1947,1947,77007000,1,1,1,1,0,0,1,0
1948,1947,77007000,1,1,1,1,0,0,1,0
1949,1947,77007000,1,1,1,1,0,0,1,0
1950,1947,77007000,1,1,1,1,0,0,1,0
1951,1947,77007000,1,1,1,1,0,0,1,0
1952,1947,77007000,1,1,1,1,0,0,1,0
1953,1947,77007000,1,1,1,1,0,0,1,0
1954,1947,77007000,1,1,1,1,0,0,1,0
1955,1947,77007000,1,1,1,1,0,0,1,0
1956,1947,77007000,1,1,1,1,0,0,1,0
1957,1947,77007000,1,1,1,1,0,0,1,0
1958,1947,77007000,1,1,1,1,0,0,1,0
1959,1947,77007000,1,1,1,1,0,0,1,0
1960,1947,77007000,1,1,1,1,0,0,1,0
1961,1947,77007000,1,1,1,1,0,0,1,0
1962,1947,77007000,1,1,1,1,0,0,1,0
1963,1947,77007000,1,1,1,1,0,0,1,0
