"year","indepyear","cowgroupid","isrelevant","isrelevant_firstyear","isincluded_firstyear","status_egip","onset_ko_flag","firstconf","britishcol_flag","frenchcol_flag"
2009,1962,61502000,1,1,0,0,0,0,0,1
1956,1956,61601000,0,0,0,0,0,0,0,1
1957,1956,61601000,0,0,0,0,0,0,0,1
1958,1956,61601000,0,0,0,0,0,0,0,1
1959,1956,61601000,0,0,0,0,0,0,0,1
1960,1956,61601000,0,0,0,0,0,0,0,1
1961,1956,61601000,0,0,0,0,0,0,0,1
1962,1956,61601000,0,0,0,0,0,0,0,1
1963,1956,61601000,0,0,0,0,0,0,0,1
1964,1956,61601000,0,0,0,0,0,0,0,1
1965,1956,61601000,0,0,0,0,0,0,0,1
1966,1956,61601000,0,0,0,0,0,0,0,1
1967,1956,61601000,0,0,0,0,0,0,0,1
1968,1956,61601000,0,0,0,0,0,0,0,1
1969,1956,61601000,0,0,0,0,0,0,0,1
1970,1956,61601000,0,0,0,0,0,0,0,1
1971,1956,61601000,0,0,0,0,0,0,0,1
1972,1956,61601000,0,0,0,0,0,0,0,1
1973,1956,61601000,0,0,0,0,0,0,0,1
1974,1956,61601000,0,0,0,0,0,0,0,1
1975,1956,61601000,0,0,0,0,0,0,0,1
1976,1956,61601000,0,0,0,0,0,0,0,1
1977,1956,61601000,0,0,0,0,0,0,0,1
1978,1956,61601000,0,0,0,0,0,0,0,1
1979,1956,61601000,0,0,0,0,0,0,0,1
1980,1956,61601000,0,0,0,0,0,0,0,1
1981,1956,61601000,0,0,0,0,0,0,0,1
1982,1956,61601000,0,0,0,0,0,0,0,1
1983,1956,61601000,0,0,0,0,0,0,0,1
1984,1956,61601000,0,0,0,0,0,0,0,1
1985,1956,61601000,0,0,0,0,0,0,0,1
1986,1956,61601000,0,0,0,0,0,0,0,1
1987,1956,61601000,0,0,0,0,0,0,0,1
1988,1956,61601000,0,0,0,0,0,0,0,1
1989,1956,61601000,0,0,0,0,0,0,0,1
1990,1956,61601000,0,0,0,0,0,0,0,1
1991,1956,61601000,0,0,0,0,0,0,0,1
1992,1956,61601000,0,0,0,0,0,0,0,1
1993,1956,61601000,0,0,0,0,0,0,0,1
1994,1956,61601000,0,0,0,0,0,0,0,1
1995,1956,61601000,0,0,0,0,0,0,0,1
1996,1956,61601000,0,0,0,0,0,0,0,1
1997,1956,61601000,0,0,0,0,0,0,0,1
1998,1956,61601000,0,0,0,0,0,0,0,1
1999,1956,61601000,0,0,0,0,0,0,0,1
2000,1956,61601000,0,0,0,0,0,0,0,1
2001,1956,61601000,0,0,0,0,0,0,0,1
2002,1956,61601000,0,0,0,0,0,0,0,1
2003,1956,61601000,0,0,0,0,0,0,0,1
2004,1956,61601000,0,0,0,0,0,0,0,1
2005,1956,61601000,0,0,0,0,0,0,0,1
2006,1956,61601000,0,0,0,0,0,0,0,1
2007,1956,61601000,0,0,0,0,0,0,0,1
2008,1956,61601000,0,0,0,0,0,0,0,1
2009,1956,61601000,0,0,0,0,0,0,0,1
1951,1951,62001000,0,0,0,0,0,0,1,0
1952,1951,62001000,0,0,0,0,0,0,1,0
1953,1951,62001000,0,0,0,0,0,0,1,0
1954,1951,62001000,0,0,0,0,0,0,1,0
1955,1951,62001000,0,0,0,0,0,0,1,0
1956,1951,62001000,0,0,0,0,0,0,1,0
1957,1951,62001000,0,0,0,0,0,0,1,0
1958,1951,62001000,0,0,0,0,0,0,1,0
1959,1951,62001000,0,0,0,0,0,0,1,0
1960,1951,62001000,0,0,0,0,0,0,1,0
1961,1951,62001000,0,0,0,0,0,0,1,0
1962,1951,62001000,0,0,0,0,0,0,1,0
1963,1951,62001000,0,0,0,0,0,0,1,0
1964,1951,62001000,0,0,0,0,0,0,1,0
1965,1951,62001000,0,0,0,0,0,0,1,0
1966,1951,62001000,0,0,0,0,0,0,1,0
1967,1951,62001000,0,0,0,0,0,0,1,0
1968,1951,62001000,0,0,0,0,0,0,1,0
1969,1951,62001000,0,0,0,0,0,0,1,0
1970,1951,62001000,0,0,0,0,0,0,1,0
1971,1951,62001000,0,0,0,0,0,0,1,0
1972,1951,62001000,0,0,0,0,0,0,1,0
1973,1951,62001000,0,0,0,0,0,0,1,0
1974,1951,62001000,0,0,0,0,0,0,1,0
1975,1951,62001000,0,0,0,0,0,0,1,0
1976,1951,62001000,0,0,0,0,0,0,1,0
1977,1951,62001000,0,0,0,0,0,0,1,0
1978,1951,62001000,0,0,0,0,0,0,1,0
1979,1951,62001000,0,0,0,0,0,0,1,0
1980,1951,62001000,0,0,0,0,0,0,1,0
1981,1951,62001000,0,0,0,0,0,0,1,0
1982,1951,62001000,0,0,0,0,0,0,1,0
1983,1951,62001000,0,0,0,0,0,0,1,0
1984,1951,62001000,0,0,0,0,0,0,1,0
1985,1951,62001000,0,0,0,0,0,0,1,0
1986,1951,62001000,0,0,0,0,0,0,1,0
1987,1951,62001000,0,0,0,0,0,0,1,0
1988,1951,62001000,0,0,0,0,0,0,1,0
1989,1951,62001000,0,0,0,0,0,0,1,0
1990,1951,62001000,0,0,0,0,0,0,1,0
1991,1951,62001000,0,0,0,0,0,0,1,0
1992,1951,62001000,0,0,0,0,0,0,1,0
1993,1951,62001000,0,0,0,0,0,0,1,0
1994,1951,62001000,0,0,0,0,0,0,1,0
1995,1951,62001000,0,0,0,0,0,0,1,0
1996,1951,62001000,0,0,0,0,0,0,1,0
1997,1951,62001000,0,0,0,0,0,0,1,0
1998,1951,62001000,0,0,0,0,0,0,1,0
1999,1951,62001000,0,0,0,0,0,0,1,0
2000,1951,62001000,0,0,0,0,0,0,1,0
2001,1951,62001000,0,0,0,0,0,0,1,0
2002,1951,62001000,0,0,0,0,0,0,1,0
2003,1951,62001000,0,0,0,0,0,0,1,0
2004,1951,62001000,0,0,0,0,0,0,1,0
2005,1951,62001000,0,0,0,0,0,0,1,0
2006,1951,62001000,0,0,0,0,0,0,1,0
2007,1951,62001000,1,0,0,1,0,0,1,0
2008,1951,62001000,1,0,0,1,0,0,1,0
2009,1951,62001000,1,0,0,1,0,0,1,0
1951,1951,62002000,0,0,0,0,0,0,1,0
1952,1951,62002000,0,0,0,0,0,0,1,0
1953,1951,62002000,0,0,0,0,0,0,1,0
1954,1951,62002000,0,0,0,0,0,0,1,0
1955,1951,62002000,0,0,0,0,0,0,1,0
1956,1951,62002000,0,0,0,0,0,0,1,0
1957,1951,62002000,0,0,0,0,0,0,1,0
1958,1951,62002000,0,0,0,0,0,0,1,0
1959,1951,62002000,0,0,0,0,0,0,1,0
1960,1951,62002000,0,0,0,0,0,0,1,0
1961,1951,62002000,0,0,0,0,0,0,1,0
1962,1951,62002000,0,0,0,0,0,0,1,0
1963,1951,62002000,0,0,0,0,0,0,1,0
1964,1951,62002000,0,0,0,0,0,0,1,0
1965,1951,62002000,0,0,0,0,0,0,1,0
1966,1951,62002000,0,0,0,0,0,0,1,0
1967,1951,62002000,0,0,0,0,0,0,1,0
1968,1951,62002000,0,0,0,0,0,0,1,0
1969,1951,62002000,0,0,0,0,0,0,1,0
1970,1951,62002000,0,0,0,0,0,0,1,0
1971,1951,62002000,0,0,0,0,0,0,1,0
1972,1951,62002000,0,0,0,0,0,0,1,0
1973,1951,62002000,0,0,0,0,0,0,1,0
1974,1951,62002000,0,0,0,0,0,0,1,0
1975,1951,62002000,0,0,0,0,0,0,1,0
1976,1951,62002000,0,0,0,0,0,0,1,0
1977,1951,62002000,0,0,0,0,0,0,1,0
1978,1951,62002000,0,0,0,0,0,0,1,0
1979,1951,62002000,0,0,0,0,0,0,1,0
1980,1951,62002000,0,0,0,0,0,0,1,0
1981,1951,62002000,0,0,0,0,0,0,1,0
1982,1951,62002000,0,0,0,0,0,0,1,0
1983,1951,62002000,0,0,0,0,0,0,1,0
1984,1951,62002000,0,0,0,0,0,0,1,0
1985,1951,62002000,0,0,0,0,0,0,1,0
1986,1951,62002000,0,0,0,0,0,0,1,0
1987,1951,62002000,0,0,0,0,0,0,1,0
1988,1951,62002000,0,0,0,0,0,0,1,0
1989,1951,62002000,0,0,0,0,0,0,1,0
1990,1951,62002000,0,0,0,0,0,0,1,0
1991,1951,62002000,0,0,0,0,0,0,1,0
1992,1951,62002000,0,0,0,0,0,0,1,0
1993,1951,62002000,0,0,0,0,0,0,1,0
1994,1951,62002000,0,0,0,0,0,0,1,0
1995,1951,62002000,0,0,0,0,0,0,1,0
1996,1951,62002000,0,0,0,0,0,0,1,0
1997,1951,62002000,0,0,0,0,0,0,1,0
1998,1951,62002000,0,0,0,0,0,0,1,0
1999,1951,62002000,0,0,0,0,0,0,1,0
2000,1951,62002000,0,0,0,0,0,0,1,0
2001,1951,62002000,0,0,0,0,0,0,1,0
2002,1951,62002000,0,0,0,0,0,0,1,0
2003,1951,62002000,0,0,0,0,0,0,1,0
2004,1951,62002000,0,0,0,0,0,0,1,0
2005,1951,62002000,0,0,0,0,0,0,1,0
2006,1951,62002000,0,0,0,0,0,0,1,0
2007,1951,62002000,1,0,0,0,0,0,1,0
2008,1951,62002000,1,0,0,0,0,0,1,0
2009,1951,62002000,1,0,0,0,0,0,1,0
1956,1956,62501000,1,1,0,0,0,0,1,0
1957,1956,62501000,1,1,0,0,0,0,1,0
1958,1956,62501000,1,1,0,0,0,0,1,0
1959,1956,62501000,1,1,0,0,0,0,1,0
1960,1956,62501000,1,1,0,0,0,0,1,0
1961,1956,62501000,1,1,0,0,0,0,1,0
1962,1956,62501000,1,1,0,0,0,0,1,0
1963,1956,62501000,1,1,0,0,1,1,1,0
1964,1956,62501000,1,1,0,0,0,0,1,0
1965,1956,62501000,1,1,0,0,0,0,1,0
1966,1956,62501000,1,1,0,0,0,0,1,0
1967,1956,62501000,1,1,0,0,0,0,1,0
1968,1956,62501000,1,1,0,0,0,0,1,0
1969,1956,62501000,1,1,0,0,0,0,1,0
1970,1956,62501000,1,1,0,0,0,0,1,0
1971,1956,62501000,1,1,0,0,0,0,1,0
1972,1956,62501000,1,1,0,0,0,0,1,0
1973,1956,62501000,1,1,0,0,0,0,1,0
1974,1956,62501000,1,1,0,0,0,0,1,0
1975,1956,62501000,1,1,0,0,0,0,1,0
1976,1956,62501000,1,1,0,0,0,0,1,0
1977,1956,62501000,1,1,0,0,0,0,1,0
1978,1956,62501000,1,1,0,0,0,0,1,0
1979,1956,62501000,1,1,0,0,0,0,1,0
1980,1956,62501000,1,1,0,0,0,0,1,0
1981,1956,62501000,1,1,0,0,0,0,1,0
1982,1956,62501000,1,1,0,0,0,0,1,0
1983,1956,62501000,1,1,0,0,0,0,1,0
1984,1956,62501000,1,1,0,0,0,0,1,0
1985,1956,62501000,1,1,0,0,0,0,1,0
1986,1956,62501000,1,1,0,0,0,0,1,0
1987,1956,62501000,1,1,0,0,0,0,1,0
1988,1956,62501000,1,1,0,0,0,0,1,0
1989,1956,62501000,1,1,0,0,0,0,1,0
1990,1956,62501000,1,1,0,0,0,0,1,0
1991,1956,62501000,1,1,0,0,0,0,1,0
1992,1956,62501000,1,1,0,0,0,0,1,0
1993,1956,62501000,1,1,0,0,0,0,1,0
1994,1956,62501000,1,1,0,0,0,0,1,0
1995,1956,62501000,1,1,0,0,0,0,1,0
1996,1956,62501000,1,1,0,0,0,0,1,0
1997,1956,62501000,1,1,0,0,0,0,1,0
1998,1956,62501000,1,1,0,0,0,0,1,0
1999,1956,62501000,1,1,0,0,0,0,1,0
2000,1956,62501000,1,1,0,0,0,0,1,0
2001,1956,62501000,1,1,0,0,0,0,1,0
2002,1956,62501000,1,1,0,0,0,0,1,0
2003,1956,62501000,1,1,0,0,0,0,1,0
2004,1956,62501000,1,1,0,0,0,0,1,0
2005,1956,62501000,1,1,0,0,0,0,1,0
2006,1956,62501000,1,1,0,0,0,0,1,0
2007,1956,62501000,1,1,0,0,0,0,1,0
2008,1956,62501000,1,1,0,0,0,0,1,0
2009,1956,62501000,1,1,0,0,0,0,1,0
1956,1956,62502000,1,1,0,0,0,0,1,0
1957,1956,62502000,1,1,0,0,0,0,1,0
1958,1956,62502000,1,1,0,0,0,0,1,0
1959,1956,62502000,1,1,0,0,0,0,1,0
1960,1956,62502000,1,1,0,0,0,0,1,0
1961,1956,62502000,1,1,0,0,0,0,1,0
1962,1956,62502000,1,1,0,0,0,0,1,0
1963,1956,62502000,1,1,0,0,1,1,1,0
1964,1956,62502000,1,1,0,0,0,0,1,0
1965,1956,62502000,1,1,0,0,0,0,1,0
1966,1956,62502000,1,1,0,0,0,0,1,0
1967,1956,62502000,1,1,0,0,0,0,1,0
1968,1956,62502000,1,1,0,0,0,0,1,0
1969,1956,62502000,1,1,0,0,0,0,1,0
1970,1956,62502000,1,1,0,0,0,0,1,0
1971,1956,62502000,1,1,0,0,0,0,1,0
1972,1956,62502000,1,1,0,0,0,0,1,0
1973,1956,62502000,1,1,0,0,0,0,1,0
1974,1956,62502000,1,1,0,0,0,0,1,0
1975,1956,62502000,1,1,0,0,0,0,1,0
1976,1956,62502000,1,1,0,0,0,0,1,0
1977,1956,62502000,1,1,0,0,0,0,1,0
1978,1956,62502000,1,1,0,0,0,0,1,0
1979,1956,62502000,1,1,0,0,0,0,1,0
1980,1956,62502000,1,1,0,0,0,0,1,0
1981,1956,62502000,1,1,0,0,0,0,1,0
1982,1956,62502000,1,1,0,0,0,0,1,0
1983,1956,62502000,1,1,0,0,0,0,1,0
1984,1956,62502000,1,1,0,0,0,0,1,0
1985,1956,62502000,1,1,0,0,0,0,1,0
1986,1956,62502000,1,1,0,0,0,0,1,0
1987,1956,62502000,1,1,0,0,0,0,1,0
1988,1956,62502000,1,1,0,0,0,0,1,0
1989,1956,62502000,1,1,0,0,0,0,1,0
1990,1956,62502000,1,1,0,0,0,0,1,0
1991,1956,62502000,1,1,0,0,0,0,1,0
1992,1956,62502000,1,1,0,0,0,0,1,0
1993,1956,62502000,1,1,0,0,0,0,1,0
1994,1956,62502000,1,1,0,0,0,0,1,0
1995,1956,62502000,1,1,0,0,0,0,1,0
1996,1956,62502000,1,1,0,0,0,0,1,0
1997,1956,62502000,1,1,0,0,0,0,1,0
1998,1956,62502000,1,1,0,0,0,0,1,0
1999,1956,62502000,1,1,0,0,0,0,1,0
2000,1956,62502000,1,1,0,0,0,0,1,0
2001,1956,62502000,1,1,0,0,0,0,1,0
2002,1956,62502000,1,1,0,0,0,0,1,0
2003,1956,62502000,1,1,0,0,0,0,1,0
2004,1956,62502000,1,1,0,0,0,0,1,0
2005,1956,62502000,1,1,0,0,0,0,1,0
2006,1956,62502000,1,1,0,0,0,0,1,0
2007,1956,62502000,1,1,0,0,0,0,1,0
2008,1956,62502000,1,1,0,0,0,0,1,0
2009,1956,62502000,1,1,0,0,0,0,1,0
1956,1956,62503000,1,1,0,0,0,0,1,0
1957,1956,62503000,1,1,0,0,0,0,1,0
1958,1956,62503000,1,1,0,0,0,0,1,0
1959,1956,62503000,1,1,0,0,0,0,1,0
1960,1956,62503000,1,1,0,0,0,0,1,0
1961,1956,62503000,1,1,0,0,0,0,1,0
1962,1956,62503000,1,1,0,0,0,0,1,0
1963,1956,62503000,1,1,0,0,0,0,1,0
1964,1956,62503000,1,1,0,0,0,0,1,0
1965,1956,62503000,1,1,0,0,0,0,1,0
1966,1956,62503000,1,1,0,0,0,0,1,0
1967,1956,62503000,1,1,0,0,0,0,1,0
1968,1956,62503000,1,1,0,0,0,0,1,0
1969,1956,62503000,1,1,0,0,0,0,1,0
1970,1956,62503000,1,1,0,0,0,0,1,0
1971,1956,62503000,1,1,0,0,0,0,1,0
1972,1956,62503000,1,1,0,0,0,0,1,0
1973,1956,62503000,1,1,0,0,0,0,1,0
1974,1956,62503000,1,1,0,0,0,0,1,0
1975,1956,62503000,1,1,0,0,0,0,1,0
1976,1956,62503000,1,1,0,0,0,0,1,0
1977,1956,62503000,1,1,0,0,0,0,1,0
1978,1956,62503000,1,1,0,0,0,0,1,0
1979,1956,62503000,1,1,0,0,0,0,1,0
1980,1956,62503000,1,1,0,0,0,0,1,0
1981,1956,62503000,1,1,0,0,0,0,1,0
1982,1956,62503000,1,1,0,0,0,0,1,0
1983,1956,62503000,1,1,0,0,1,1,1,0
1984,1956,62503000,1,1,0,0,0,0,1,0
1985,1956,62503000,1,1,0,0,0,0,1,0
1986,1956,62503000,1,1,0,0,0,0,1,0
1987,1956,62503000,1,1,0,0,0,0,1,0
1988,1956,62503000,1,1,0,0,0,0,1,0
1989,1956,62503000,1,1,0,0,0,0,1,0
1990,1956,62503000,1,1,0,0,0,0,1,0
1991,1956,62503000,1,1,0,0,0,0,1,0
1992,1956,62503000,1,1,0,0,0,0,1,0
1993,1956,62503000,1,1,0,0,0,0,1,0
1994,1956,62503000,1,1,0,0,0,0,1,0
1995,1956,62503000,1,1,0,0,0,0,1,0
1996,1956,62503000,1,1,0,0,0,0,1,0
1997,1956,62503000,1,1,0,0,0,0,1,0
1998,1956,62503000,1,1,0,0,0,0,1,0
1999,1956,62503000,1,1,0,0,0,0,1,0
2000,1956,62503000,1,1,0,0,0,0,1,0
2001,1956,62503000,1,1,0,0,0,0,1,0
2002,1956,62503000,1,1,0,0,0,0,1,0
2003,1956,62503000,1,1,0,0,0,0,1,0
2004,1956,62503000,1,1,0,0,0,0,1,0
2005,1956,62503000,1,1,0,0,0,0,1,0
2006,1956,62503000,1,1,0,0,0,0,1,0
2007,1956,62503000,1,1,0,0,0,0,1,0
2008,1956,62503000,1,1,0,0,0,0,1,0
2009,1956,62503000,1,1,0,0,0,0,1,0
1956,1956,62504000,1,1,0,0,0,0,1,0
1957,1956,62504000,1,1,0,0,0,0,1,0
1958,1956,62504000,1,1,0,0,0,0,1,0
1959,1956,62504000,1,1,0,0,0,0,1,0
1960,1956,62504000,1,1,0,0,0,0,1,0
1961,1956,62504000,1,1,0,0,0,0,1,0
1962,1956,62504000,1,1,0,0,0,0,1,0
1963,1956,62504000,1,1,0,0,1,1,1,0
1964,1956,62504000,1,1,0,0,0,0,1,0
1965,1956,62504000,1,1,0,0,0,0,1,0
1966,1956,62504000,1,1,0,0,0,0,1,0
1967,1956,62504000,1,1,0,0,0,0,1,0
1968,1956,62504000,1,1,0,0,0,0,1,0
1969,1956,62504000,1,1,0,0,0,0,1,0
1970,1956,62504000,1,1,0,0,0,0,1,0
1971,1956,62504000,1,1,0,0,0,0,1,0
1972,1956,62504000,1,1,0,0,0,0,1,0
1973,1956,62504000,1,1,0,0,0,0,1,0
1974,1956,62504000,1,1,0,0,0,0,1,0
1975,1956,62504000,1,1,0,0,0,0,1,0
1976,1956,62504000,1,1,0,0,0,0,1,0
1977,1956,62504000,1,1,0,0,0,0,1,0
1978,1956,62504000,1,1,0,0,0,0,1,0
1979,1956,62504000,1,1,0,0,0,0,1,0
1980,1956,62504000,1,1,0,0,0,0,1,0
1981,1956,62504000,1,1,0,0,0,0,1,0
1982,1956,62504000,1,1,0,0,0,0,1,0
1983,1956,62504000,1,1,0,0,1,0,1,0
1984,1956,62504000,1,1,0,0,0,0,1,0
1985,1956,62504000,1,1,0,0,0,0,1,0
1986,1956,62504000,1,1,0,0,0,0,1,0
1987,1956,62504000,1,1,0,0,0,0,1,0
1988,1956,62504000,1,1,0,0,0,0,1,0
1989,1956,62504000,1,1,0,0,0,0,1,0
1990,1956,62504000,1,1,0,0,0,0,1,0
1991,1956,62504000,1,1,0,0,0,0,1,0
1992,1956,62504000,1,1,0,0,0,0,1,0
1993,1956,62504000,1,1,0,0,0,0,1,0
1994,1956,62504000,1,1,0,0,0,0,1,0
1995,1956,62504000,1,1,0,0,0,0,1,0
1996,1956,62504000,1,1,0,0,0,0,1,0
1997,1956,62504000,1,1,0,0,0,0,1,0
1998,1956,62504000,1,1,0,0,0,0,1,0
1999,1956,62504000,1,1,0,0,0,0,1,0
2000,1956,62504000,1,1,0,0,0,0,1,0
2001,1956,62504000,1,1,0,0,0,0,1,0
2002,1956,62504000,1,1,0,0,0,0,1,0
2003,1956,62504000,1,1,0,0,0,0,1,0
2004,1956,62504000,1,1,0,0,0,0,1,0
2005,1956,62504000,1,1,0,0,0,0,1,0
2006,1956,62504000,1,1,0,1,0,0,1,0
2007,1956,62504000,1,1,0,1,0,0,1,0
2008,1956,62504000,1,1,0,1,0,0,1,0
2009,1956,62504000,1,1,0,1,0,0,1,0
1956,1956,62505000,1,1,0,0,0,0,1,0
1957,1956,62505000,1,1,0,0,0,0,1,0
1958,1956,62505000,1,1,0,0,0,0,1,0
1959,1956,62505000,1,1,0,0,0,0,1,0
1960,1956,62505000,1,1,0,0,0,0,1,0
1961,1956,62505000,1,1,0,0,0,0,1,0
1962,1956,62505000,1,1,0,0,0,0,1,0
1963,1956,62505000,1,1,0,0,0,0,1,0
1964,1956,62505000,1,1,0,0,0,0,1,0
1965,1956,62505000,1,1,0,0,0,0,1,0
1966,1956,62505000,1,1,0,0,0,0,1,0
1967,1956,62505000,1,1,0,0,0,0,1,0
1968,1956,62505000,1,1,0,0,0,0,1,0
1969,1956,62505000,1,1,0,0,0,0,1,0
1970,1956,62505000,1,1,0,0,0,0,1,0
1971,1956,62505000,1,1,0,0,0,0,1,0
1972,1956,62505000,1,1,0,0,0,0,1,0
1973,1956,62505000,1,1,0,0,0,0,1,0
1974,1956,62505000,1,1,0,0,0,0,1,0
1975,1956,62505000,1,1,0,0,0,0,1,0
1976,1956,62505000,1,1,0,0,0,0,1,0
1977,1956,62505000,1,1,0,0,0,0,1,0
1978,1956,62505000,1,1,0,0,0,0,1,0
1979,1956,62505000,1,1,0,0,0,0,1,0
1980,1956,62505000,1,1,0,0,0,0,1,0
1981,1956,62505000,1,1,0,0,0,0,1,0
1982,1956,62505000,1,1,0,0,0,0,1,0
1983,1956,62505000,1,1,0,0,0,0,1,0
1984,1956,62505000,1,1,0,0,0,0,1,0
1985,1956,62505000,1,1,0,0,0,0,1,0
1986,1956,62505000,1,1,0,0,0,0,1,0
1987,1956,62505000,1,1,0,0,0,0,1,0
1988,1956,62505000,1,1,0,0,0,0,1,0
1989,1956,62505000,1,1,0,0,0,0,1,0
1990,1956,62505000,1,1,0,0,0,0,1,0
1991,1956,62505000,1,1,0,0,0,0,1,0
1992,1956,62505000,1,1,0,0,0,0,1,0
1993,1956,62505000,1,1,0,0,0,0,1,0
1994,1956,62505000,1,1,0,0,0,0,1,0
1995,1956,62505000,1,1,0,0,0,0,1,0
1996,1956,62505000,1,1,0,0,0,0,1,0
1997,1956,62505000,1,1,0,0,0,0,1,0
1998,1956,62505000,1,1,0,0,0,0,1,0
1999,1956,62505000,1,1,0,0,0,0,1,0
2000,1956,62505000,1,1,0,0,0,0,1,0
2001,1956,62505000,1,1,0,0,0,0,1,0
2002,1956,62505000,1,1,0,0,0,0,1,0
2003,1956,62505000,1,1,0,0,1,1,1,0
2004,1956,62505000,1,1,0,0,0,0,1,0
2005,1956,62505000,1,1,0,0,0,0,1,0
2006,1956,62505000,1,1,0,0,0,0,1,0
2007,1956,62505000,1,1,0,0,0,0,1,0
2008,1956,62505000,1,1,0,0,0,0,1,0
2009,1956,62505000,1,1,0,0,0,0,1,0
1956,1956,62506000,1,1,0,0,0,0,1,0
1957,1956,62506000,1,1,0,0,0,0,1,0
1958,1956,62506000,1,1,0,0,0,0,1,0
1959,1956,62506000,1,1,0,0,0,0,1,0
1960,1956,62506000,1,1,0,0,0,0,1,0
1961,1956,62506000,1,1,0,0,0,0,1,0
1962,1956,62506000,1,1,0,0,0,0,1,0
1963,1956,62506000,1,1,0,0,1,1,1,0
1964,1956,62506000,1,1,0,0,0,0,1,0
1965,1956,62506000,1,1,0,0,0,0,1,0
1966,1956,62506000,1,1,0,0,0,0,1,0
1967,1956,62506000,1,1,0,0,0,0,1,0
1968,1956,62506000,1,1,0,0,0,0,1,0
1969,1956,62506000,1,1,0,0,0,0,1,0
1970,1956,62506000,1,1,0,0,0,0,1,0
1971,1956,62506000,1,1,0,0,0,0,1,0
1972,1956,62506000,1,1,0,0,0,0,1,0
1973,1956,62506000,1,1,0,0,0,0,1,0
1974,1956,62506000,1,1,0,0,0,0,1,0
1975,1956,62506000,1,1,0,0,0,0,1,0
1976,1956,62506000,1,1,0,0,0,0,1,0
1977,1956,62506000,1,1,0,0,0,0,1,0
1978,1956,62506000,1,1,0,0,0,0,1,0
1979,1956,62506000,1,1,0,0,0,0,1,0
1980,1956,62506000,1,1,0,0,0,0,1,0
1981,1956,62506000,1,1,0,0,0,0,1,0
1982,1956,62506000,1,1,0,0,0,0,1,0
1983,1956,62506000,1,1,0,0,0,0,1,0
1984,1956,62506000,1,1,0,0,0,0,1,0
1985,1956,62506000,1,1,0,0,0,0,1,0
1986,1956,62506000,1,1,0,0,0,0,1,0
1987,1956,62506000,1,1,0,0,0,0,1,0
1988,1956,62506000,1,1,0,0,0,0,1,0
1989,1956,62506000,1,1,0,0,0,0,1,0
1990,1956,62506000,1,1,0,0,0,0,1,0
1991,1956,62506000,1,1,0,0,0,0,1,0
1992,1956,62506000,1,1,0,0,0,0,1,0
1993,1956,62506000,1,1,0,0,0,0,1,0
1994,1956,62506000,1,1,0,0,0,0,1,0
1995,1956,62506000,1,1,0,0,0,0,1,0
1996,1956,62506000,1,1,0,0,0,0,1,0
1997,1956,62506000,1,1,0,0,0,0,1,0
1998,1956,62506000,1,1,0,0,0,0,1,0
1999,1956,62506000,1,1,0,0,0,0,1,0
2000,1956,62506000,1,1,0,0,0,0,1,0
2001,1956,62506000,1,1,0,0,0,0,1,0
2002,1956,62506000,1,1,0,0,0,0,1,0
2003,1956,62506000,1,1,0,0,0,0,1,0
2004,1956,62506000,1,1,0,0,0,0,1,0
2005,1956,62506000,1,1,0,0,0,0,1,0
2006,1956,62506000,1,1,0,0,0,0,1,0
2007,1956,62506000,1,1,0,0,0,0,1,0
2008,1956,62506000,1,1,0,0,0,0,1,0
2009,1956,62506000,1,1,0,0,0,0,1,0
1956,1956,62507000,1,1,0,0,0,0,1,0
1957,1956,62507000,1,1,0,0,0,0,1,0
1958,1956,62507000,1,1,0,0,0,0,1,0
1959,1956,62507000,1,1,0,0,0,0,1,0
1960,1956,62507000,1,1,0,0,0,0,1,0
1961,1956,62507000,1,1,0,0,0,0,1,0
1962,1956,62507000,1,1,0,0,0,0,1,0
1963,1956,62507000,1,1,0,0,0,0,1,0
1964,1956,62507000,1,1,0,0,0,0,1,0
1965,1956,62507000,1,1,0,0,0,0,1,0
1966,1956,62507000,1,1,0,0,0,0,1,0
1967,1956,62507000,1,1,0,0,0,0,1,0
1968,1956,62507000,1,1,0,0,0,0,1,0
1969,1956,62507000,1,1,0,0,0,0,1,0
1970,1956,62507000,1,1,0,0,0,0,1,0
1971,1956,62507000,1,1,0,0,0,0,1,0
1972,1956,62507000,1,1,0,0,0,0,1,0
1973,1956,62507000,1,1,0,0,0,0,1,0
1974,1956,62507000,1,1,0,0,0,0,1,0
1975,1956,62507000,1,1,0,0,0,0,1,0
1976,1956,62507000,1,1,0,0,0,0,1,0
1977,1956,62507000,1,1,0,0,0,0,1,0
1978,1956,62507000,1,1,0,0,0,0,1,0
1979,1956,62507000,1,1,0,0,0,0,1,0
1980,1956,62507000,1,1,0,0,0,0,1,0
1981,1956,62507000,1,1,0,0,0,0,1,0
1982,1956,62507000,1,1,0,0,0,0,1,0
1983,1956,62507000,1,1,0,0,1,1,1,0
1984,1956,62507000,1,1,0,0,0,0,1,0
1985,1956,62507000,1,1,0,0,0,0,1,0
1986,1956,62507000,1,1,0,0,0,0,1,0
1987,1956,62507000,1,1,0,0,0,0,1,0
1988,1956,62507000,1,1,0,0,0,0,1,0
1989,1956,62507000,1,1,0,0,0,0,1,0
1990,1956,62507000,1,1,0,0,0,0,1,0
1991,1956,62507000,1,1,0,0,0,0,1,0
1992,1956,62507000,1,1,0,0,0,0,1,0
1993,1956,62507000,1,1,0,0,0,0,1,0
